Title,Source,Type,Theme,Origin,Tone Set,Tonal Center,Scale,CSP,Meter,Rhythmic Content,Hardest Rhythmic,Hardest Melodic,Melodic Form,Rhythmic Form,Classroom Use,Grade Level,Game,Full Melody,Full Rhythm,Source Link,PDFs,MuseScore Embed,Lyrics,Melodic Context
Riding in a Buggy,"Trinka, J. (1989). Folksongs, Singing Games, and Play Parties. Chicago, IL. GIA Publications Inc.","Play Party, Strophic with Refrain","Transportation, Love",USA,drm sl d',do,do pentatonic ext',C,2/4,"ta,ti-ti,rest,to-o,tika-tika,ti-tika,tika-ti,syn-co-pa,tam-ti,tie",tim-ka,do',ABCD,ABCD,"Practice syn-co-pa, Introduce high do","2,3,4","Students form two concentric circles, facing a partner. Each set of partners joins hands in promenade position.
Verses: Partners walk to the beat counterclockwise.
Chorus: Students stop walking and face their partner. They perform the 4 beat pattern: pat own thighs, clap own hands, clap partner's hands, clap own hands.
Before the next verse begins, the inner circle takes one step to the left to face a new partner and ready their hands in the promenade position.
source: Trinka, J. (1989). Folksongs, Singing Games, and Play Parties.
",dddddddmmmmrrrrmssdddddddmmmmmmrmdddmsd'lmsmmdmmmsmrmd,tktk tkt ttk tt ttk tt ttk t tktk tkt ttk ttk scp t z scp to scp t z scp tmk tt scp t z,,"Riding in a Buggy-Traditional_Notation.pdf, Riding in a Buggy-Stick_Notation.pdf, Riding in a Buggy-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/34814345/embed,"Riding in a buggy Miss Mary Jane, Miss Mary Jane, Miss Mary Jane, Riding in a buggy Miss Mary Jane, I'm a long way from home. Who moan for me, Who moan for me? Who moan for me, my darlin' Who moan for me? Sally's got a house in Baltimore, In Baltimore, in Baltimore, Sally's got a house in Baltimore, And it's full of chicken pie. I've got a girl in Baltimore, In Baltimore, in Baltimore, I've got a girl in Baltimore, And she's sixteen stories high. Fare thee well, my little bitty Ann, My little bitty Ann, my little bitty Ann, Fare thee well, my little bitty Ann, For I'm going away. 
",dmrmsdmrmddmsd'lmsmdmsmrmd
Skating Away,"Trinka, J. (1989). Folksongs, Singing Games, and Play Parties. Chicago, IL. GIA Publications Inc.",Circle Game,"Partners, Weather, Winter",USA,"s,l,t,drm s",do,"do hexatonic ext,",B,6/8,"ti-ti-ti,ta-ti,tum",tum,"ti,",ABAC,ABAC,"Practice 6/8, Practice low ti","2,3,4","Students form a standing circle. Four students are chosen to stand inside the circle.
Verse 1: The students in the center put their right hand in to form a RH star. The center students skip to the right. The outer circle skip left, the opposite direction to the center.
Verse 2: The center students quickly switch arms and skip in a LH star. The The outer circle skip right, the opposite direction to the center. 
Verse 3: Each one of the center students picks a new student in the circle. They hook right arms and perform a RH swing. The old partner retires to the circle and the 4 new partners meet in the middle. The other students in the circle and clapping a steady beat.
Repeat with the 4 new center students.
Variation: The old partners do not rejoin the circle, instead both old and new groups of 4 are in the circle and the number of center students grows exponentially. 
source: Trinka, J. (1989). Folksongs, Singing Games, and Play Parties.
","s,ddddmssmddrrrrmrrt,s,s,ddddmssmddrrs,l,t,dd",ti t ti ttt ttt t ti ttt t ti ttt t ti t ti ttt ttt t ti t ti ttt tum t,,"Skating Away-Traditional_Notation.pdf, Skating Away-Stick_Notation.pdf, Skating Away-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/34814747/embed,"There were two couples a skating away, a skating away, a skating away, There were two couples a skating away, so early in the morning. The ice was thin and they all fell in, The old swing out and the new swing in","s,dmsmdrmrt,s,dmsmdrs,l,t,d"
Jolly Red Nose,"Opie I. & Opie P. (1951). The Oxford Dictionary of Nursery Rhymes (1st ed.). Oxford, UK. Oxford University Press.",Canon,"Holidays, Winter, Food",England,"s,l,t,drmfs",do,"do diatonic ext,",F,4/4,"ta,ti-ti,rest",rest,"ti,",ABCA,ABCB,Introduce rest,"1,2,3",No,"ds,l,l,l,t,s,mmddfffrssfmdrrrrs,s,dds,s,l,l,l,t,",t z t z tt t t t t t t t tt t t z t tt t t tt tt t t t t t t tt t t z ,,"Jolly Red Nose-Traditional_Notation.pdf, Jolly Red Nose-Stick_Notation.pdf, Jolly Red Nose-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/35221298/embed,"Nose, nose, jolly red nose, and who gave you that jolly red nose? Nutmeg and ginger, cinnamon and cloves, and who gave you that jolly red nose?","ds,l,t,s,mdfrsfmdrs,ds,l,t,"
Wishy Washy,"Trinka, J. (1989). Folksongs, Singing Games, and Play Parties. Chicago, IL. GIA Publications Inc.",Circle Game,"Sailing, Sea, Silly",England,drmfs,do,do pentachord,G,6/8,"tum,ta-ti,tie,anacrusis",tum,fa,ABAB,ABCB,Practice 6/8,"1,2,3","Students form a standing circle. Two students are chosen to stand inside the circle, they are sailing the ship.
The outside circle sings and claps a steady beat.
The center partners face each other and lock hands. Their four feet are close together in the middle, and they lean backwards. The students spin in a circle around their feet for the first 2 phrases.
For verses 3-4, each student walks up to someone in the circle and puts their hand on their shoulders, and the chosen partner follows suit. Both students hop a side-to-side kick-step (hop on RF and LF goes out to the side, hop on LF and RF goes out to the side).
The two new chosen students enter the center and prepare to spin as the song repeats.
source: Trinka, J. (1989). Folksongs, Singing Games, and Play Parties.
",sfmmmmmmfmrrrrrrrrrsfmrdsmmmmmmmmmmfmrrrrrrrrrsfmrd,t ti tum tum tum tum ta ti ta ti tum t ti t ti t ti t ti tum t ti t ti tum tum t ti t ti t ti t ti t ti t ti tum t ti t ti t ti t ti tum t ti t ti tum,,"Wishy Washy-Traditional_Notation.pdf, Wishy Washy-Stick_Notation.pdf, Wishy Washy-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/35221814/embed,"Oh we are two sailors lately come from sea, And if you want another one, come along with me. Oh, wishy washy, wishy washy, wishy washy wee, And if you want another one, come along with me.",sfmfmrsfmrdsmfmrsfmrd
Al Ha-etz,"Eisenstein, J., &amp; Prensky, F. (1955). Songs of Childhood. Synagogue Commission on Jewish Education. ",Folksong,"Birds, Singing, Sounds",Israel,drmfsl,do,do hexachord,D,2/4,"ta,ti-ti,to-o",to-o,fa,AB,AA,"Practice to-o, Language: Hebrew","1,2,3",No,ddsddsllllsssmssmrfmrd,tt t tt t tt tt to tt t tt t tt tt t z,,"Al Ha-etz-Traditional_Notation.pdf, Al Ha-etz-Stick_Notation.pdf, Al Ha-etz-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/35236940/embed,"Al haetz, al haetz, Al haetz tzipor. Tzif, tzif, tzif, Tzif, tzif, tzif, Sharah hatzipor. On that tree, on that tree, Sits a bird Chirping sounds, The bird sings",dsdslsmsmrfmrd
Alligator Pie,"Lee, D. (1974). Alligator Pie. Canada. Macmillan Publishers",Chant,"Animals, Alligators, Food",Canada,,,,,4/4,"ta,ti-ti,tika-tika,ti-tika,tika-ti,tim-ka",tim-ka,,,AB,"Introduce tim-ka, Practice tika-ti, Practice ti-tika","K,1,2,3",No,,tktk t tktk t tkt ttk tktk t tktk tt tktk tmk ttk tt tktk t,,"Alligator Pie-Traditional_Notation.pdf, Alligator Pie-Stick_Notation.pdf",https://musescore.com/user/14822371/scores/35237276/embed,"Alligator pie, alligator pie. If I don't get some I think I'm gonna die! Take away the green grass, take away the sky, but don't take away my alligator pie! Alligator stew, alligator stew. If I don't get some, I don't know what I'll do. Give away my furry hat, give away my shoe. But don't give away my alligator stew. Alligator soup, alligator soup, If I don't get some I think I'm gonna droop. Give away my hockey-stick, give away my hoop, But don't give away my alligator soup.",
Ambos a Do,"Performed by Deisy Parilla (1977). Children's Songs and Games from Ecuador, Mexico, and Puerto Rico. Collected by Henrietta Yurchenko",Strophic,"Vocables, Royalty, Jobs",Puerto Rico,drm s,do,do tetratonic,E,"2/4, 3/4","ta,ti-ti",ti-ti,re,AB,AB,"Practice ta ti-ti, Student Prompt, Language: Spanish","1,2,3",Possible game: replace the job maestra (teacher) with another job,mdmsmmrrrrmdmdmsmmrrssd,t t t t tt tt tt t t t t t t tt tt tt t ,,"Ambos a Do-Traditional_Notation.pdf, Ambos a Do-Stick_Notation.pdf, Ambos a Do-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/35238509/embed,"Ambos a do, matarire, rire, rire, Ambos a do, matarire, rire, ron. ¿Que quiere ud? Matarire, rire, rire, ¿Que quiere ud? Matarire, rire, ron. Yo quiero un paje, matarire, rire, rire, Yo quiero un paje, matarire, rire, ron. Pues cójalo ud Cojeremos a Magui ¿Qué oficio le va a poner? Le pondremos maestra Ella dice que sí le gusta
What do you want? I want a page Well, choose one We will pick Maggie What job will you give her We will make her a teacher She says she likes it



",mdmsmrmdmdmsmrsd
Barbara Allen,"Bronson, B. (1972). The Traditional Tunes of the Child Ballads. Princeston, NJ. Princeton University Press.",Ballad,"Story, Death, Love",Scotland,drmfsltd',do,do diatonic ext',C,3/4,"ta,ti-ti,to-o,tam-ti,ti,ti-rest,tika,tie,anacrusis",tam-ti,ti,AB,AB,Practice 3/4,"2,3,4,5",No,dmfsfmrdrmsd'd'tstd'lfslsmdrrmslsmd,tiz ti tt tmt tt tmt tt to t tt t tiz ti tt t tt tt tm tk tt tmt tt t,,"Barbara Allen-Traditional_Notation.pdf, Barbara Allen-Stick_Notation.pdf, Barbara Allen-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/35282270/embed,"‘Twas in the merry month of May, When green buds all were swellin', Sweet William on his deathbed lay, For the love of Barbara Allen. He sent his servant to the town, To the place where she was dwellin', Sayin', “You must come to my master dear, If your name be Barb'ry Allen. So, slowly, slowly she got up, And slowly she drew nigh him,And the only words to him did say, “Young man I think you're dyin'.” He turned his face unto the wall, And death was in him wellin',“Goodbye, goodbye to my friends all, Be good to Barb'ry Allen.” When he was dead and laid in grave, She heard the death bells knellin', And every stroke to her did say: “Hard-hearted Barb'ry Allen.” “Oh mother, oh mother, go dig my grave, Make it both long and narrow,Sweet William died of love for me, And I will die of sorrow.” “And father, oh father, go dig my grave, Make it both long and narrow,Sweet William died on yesterday, And I will die tomorrow.” Barb'ry Allen was buried in the old church yard, Sweet William was buried beside her; Out of William's heart, there grew a rose, Out of Barb'ry Allen's a briar. They grew and grew in the old church yard, ‘Til they could grow no higher; At the end they formed a true lovers' knot, And the rose grew ‘round the briar.",dmfsfmrdrmsd'tstd'lfslsmdrmslsmd
Blow the Wind,"Unknown. Per An American Methodology, it can be found in American Songster book.",Canon,Weather,USA,d mfsltd',do,"do hextatonic ext', Lydian",D,6/8,"ti-ti-ti,tum",tum,ti,A,A,Introduce 6/8,"3,4,5",No,d'tltlslsfsfmfsltd'df,ttt ttt ttt ttt ttt ttt tum z,,"Blow the Winds-Traditional_Notation.pdf, Blow the Winds-Stick_Notation.pdf, Blow the Winds-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/35282564/embed,"Blow the winds southerly, southerly, southerly, blow the winds over the sea.",d'tltlslsfsfmfsltd'df
Black Snake,"Trinka, J. (1996) The Little Black Bull and other Folk Songs: Singing Games & Play Parties, Vol. 4. GIA Publications.",Chase Game,"Animals, Snakes",USA,drm sl,do,do pentatonic,D,4/4,"ta,ti-ti,to-o,syn-co-pa",syn-co-pa,re,AA'AB,AAAB,"Introduce re, Introduce syn-co-pa","2,3,4","Duck, duck, goose game. ""It"" gets picked on the last 'me' and starts chasing when the 'go' is yelled.",dddddlsmrdmddddlsmrddddddlsmrdrsmrd,t t t t scp tt t t t t t scp tt t t t t t scp tt t to scp to t z,,"Black Snake-Traditional_Notation.pdf, Black Snake-Stick_Notation.pdf, Black Snake-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/35358557/embed,"Black snake, black snake, where are you hiding? Black snake, black snake, where are you hiding? Black snake, black snake, where are you hiding? Don't you bite me! Go!",dlsmrdmdlsmrdlsmrdrsmrd
Dry Bones,Variation on Library of Congress AFS 105 B2. Collected by John A. Lomax.,"Spiritual, Passing Game, Call and Response, Solo Singing","Spooky, Halloween, Names",USA,"s,l, drm s",do,"do pentatonic ext,",F,2/4,"ta,ti-ti,rest,tika-tika,tika-ti,syn-co-pa",syn-co-pa,"so,",AA'BB',AA'BB',"Introduce low so, Introduce syn-co-pa","2,3,4,5","Students form a seated circle. Start a passing pattern with each students' right hand tapping in front of them, then in front of the student to their right.
For the first 2 phrases, pass an object to the right to the quarter note beat. At the end of the second phrase, the student holds onto the object that landed in front of them.
For the last 2 phrases, the chosen student taps the object on their knee to a steady beat. Their name is replaced in the song “Some of them bones are __'s bones,” which the group of students sing as a call. The chosen student responds with “Some of them bones are mine”.
Repeat the song and play continues.
source: Patti Anderson blog sharing a workshop from Gary Arnold
","ddl,ddddl,s,dddrrmsddl,ddddl,s,dddrrdddddl,ddl,s,dddrrmsddddl,ddl,s,dddrrd",scp tktk tt tkt tt t t scp tktk tt tkt tt t z tkt tt tt tt tkt tt t t tkt tt tt tt tkt tt t z,,"Dry Bones-Traditional_Notation.pdf, Dry Bones-Stick_Notation.pdf, Dry Bones-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/35359745/embed,"Dry bones come skippin' up the valley, some of them bones are mine, Dry bones come skippin' up the valley, some of them bones are mine. Some of them bones are Oscar's bones, some of them bones are mine, Some of them bones are Oscar's bones, some of them bones are mine.","dl,dl,s,drmsdl,dl,s,drdl,dl,s,drmsdl,dl,s,drd"
Estaba la Caravela,"Cabrera, M. and Esquenazi, M. (2010) A La Rueda, Rueda: Traditional Latin American Folk Songs for Children. Hal Leonard.",Variation Song,"Spooky, Halloween, Spelling, Vowels",Mexico,"s, t,drmfs",do,"do hextatonic ext,",C,6/8,"ti-ti-ti,ti-ta,tum,ti-rest,tie",tum,"ti,",AABC,AABC,"Practice 6/8, Language: Spanish","2,3,4,5","On each repetition of the song, change all of the vowels in the words to:
a (ah) - Astaba la caravela...
e (eh) - Estebe le querevele
i (ee) - Istibi li quirivili
o (oh) - Ostobo lo corovolo
u (oo) - Ustubu lu curuvulu
Then repeat the original verse one last time.","s,s,s,dddddmrdrdt,dds,s,s,dddddmrdrdt,ddrmfmrmffffmddrmmmfst,t,drrsfmfmrdd


",ttt ttt ti t tum ttt ttt t t tum ttt ttt ti t tum ttt ttt t t tiz tt tum ttt ti t tiz tt tum ttt t t tiz tt tum ttt ti t tum ttt ttt t t tum,,"Estaba la Caravela-Traditional_Notation.pdf, Estaba la Caravela-Stick_Notation.pdf, Estaba la Caravela-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/35360222/embed,"Estaba la caravela sentada en una butaca. Estaba la caravela sentada en una butaca. Vino la muerte y le dijo, vino la muerte y le dijo, Vino la muerte y le dijo, ¿por qué te as puesto tan flaca?","s,dmrdrdt,ds,dmrdrdt,drmfmrmfmdrmfst,drsfmfmrd"
Goin' To Boston,"Trinka, J. (2008). My Little Rooster. Chicago, IL. GIA Publications Inc.",Play Party,"Dancing, Johnny",USA,drmfslted',do,do mixolydian,C,2/4,"ta,ti-ti,tika-tika,tika-ti,tim-ka",tim-ka,te,ABCD,ABCD,"Introduce te, Practice ti-tika tika-tika (Chorus)","2,3,4,5","Students form a double line of partners in promenade position, “girls” on the right.
Verse 1: All promenade to the right, then return to the beginning position with the head couple at the top.
Verse 2: All promenade to the left, returning as above.
Verse 3: The head couple joins hands, leads down between the lines, then returns to the top.
Verse 4: The head couple joins right hands and begins a grand right and left around the circle in opposite directions. All the men follow the leading man, continuing the grand right and left around the circle. The women do the same. The head couple returns to place.
The chorus is sung for the first time after this figure, as the other couples return to place.
Verse 5: Virginia Reel Starting from the original formation, the head couple swings each other by the right arm. They then move to the opposite line and swing the next person in line, then return to the middle to swing each other again. The head couple then moves to the opposite line again to swing the next person farther down the line. Continue this pattern until reaching the end of the line.
The chorus and Verse 6 may also be sung if additional music is needed for the head couple to complete the reel.
Verse 6 (for extra music): The head couple remains at the bottom of the set, and the dance begins again with a new head couple.
source: kodalycollection.org
",dmssllfrrmffssmddmssllfrssfrddd'd'd'd'd'r'r'dsteteteteted'd'tesd'd'd'd'd'r'r'd'stesfrdd,tt tt tmk tt tt tt tmk tt tt tt tmk tt tt tt t t tkt tktk t t tkt tktk t t tkt tktk t t tt tt t t,,"Goin to Boston-Traditional_Notation.pdf, Goin to Boston-Stick_Notation.pdf, Goin to Boston-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/35361473/embed,"Goodbye girls, I'm goin' to Boston, Goodbye girls, I'm goin' to Boston, Goodbye girls, I'm goin' to Boston, Early in the morning. Won't we look pretty in the ballroom? Won't we look pretty in the ballroom? Won't we look pretty in the ballroom? Early in the morning. Saddle up girls and let's go with ‘em Get out the way, you'll get run over Rights and lefts will make it better Swing your partner all the Boston Johnny, Johnny gonna tell your papa",dmslfrmfsmdmslfrsfrd''r'dsted'tesd'r'd'stesfrd
Hineh Ma Tov,"Hymn based on  Psalm 133. Notation can be found in: 1988. World of Music, Grade 8, Silver Burdett Company",Hymn,Unity,"Israel, Bible","l,t,drmfsl,",la,Natural Minor,E,6/8,"ti-ti-ti,ta-ti,tum",tum,"ti,",AABB,AABB,"Practice 6/8, Practice Natural Minor, Language","2,3,4,5",No,"l,l,l,l,l,l,rrt,l,t,dt,l,l,mlsfmt,l,t,dt,l,l,",ttt ttt tum tum ttt t ti tum tum tum tum t ti tum ttt t ti tum tum,,"Hineh Ma Tov-Traditional_Notation.pdf, Hineh Ma Tov-Stick_Notation.pdf, Hineh Ma Tov-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/35361734/embed,Hinehma tov hu' ma nayim shevet a chim gam yachad. Haneh ma tov shevet a chim gam yachad.  How good and pleasant it is when brothers people can dwell together in unity,"l,rt,l,t,dt,l,mlsfmt,l,t,dt,l,"
I Don't Care if the Rain Comes Down,Z. Patty. (1974). Bullfrog Ballades. Downtown DLJ Songs.,Clapping Game,"Weather, Dancing",USA,drmfs d',do,do pentachordal ext',D,2/4,"ta,ti-ti,to-o,tika-tika,ti-tika",ti-tika,fa,AA'BB',AABB,"Introduce ti-tika, Practice fa","2,3,4","Students form a standing circle. Number everyone one, two, one, two all the way around. Identify your first partner:
Ones: First partner is on the right.
Twos: First partner is on the left.
Line 1 and 2:
Tap knees.
Clap hands.
Clap hands with your first partner.
Clap.
Tap knees.
Clap hands.
Clap hands with your second partner.
Clap.
Line 3:
Ones: Step forward on the right foot, bring the left foot to meet it. Step to the right in front of your partner, bring the left foot to meet it. Then take one step forward and bring the right foot to meet the left.
Twos: Take one step to the left, bring the right foot to meet it. Then take one step forward and bring the right foot to meet the left.
Line 4:
Ones: Step backward on the right foot, bring the left foot to meet it. Step to the right behind your partner, bring the left foot to meet it.
Twos: Take one step to the left, bring the right foot to meet it. Then take one step backward and bring the right foot to meet the left.
At the end of the sequence, everyone should have changed places.

source: Z. Patty. (1974). Bullfrog Ballades.
",ddrrrmrdmmmffsddrrrmrdmmmrrdd'smmmfsdddrrmd'smmmfsmmmrrd,tt ttk tt t ttk tt to tt ttk tt t ttk tt to t t tktk t ttk tt to t t tktk t ttk tt to,,"I Dont Care if the Rain Comes Down-Traditional_Notation.pdf, I Dont Care if the Rain Comes Down-Stick_Notation.pdf, I Dont Care if the Rain Comes Down-Stick_Notation_no_melody.pdf",https://musescore.com/user/14822371/scores/35361947/embed,"I don't care if the rain comes down. I'm gonna dance all day. I don't care if the rain comes down. I'm gonna dance all day. Hey, Ho! Carry me away, I'm gonna dance all day. Hey, Ho! Carry me away, I'm gonna dance all day.",drmrdmfsdrmrdmrdd'smfsdrmd'smfsmrd
